id,bloodline,breed_type,genotype,hash_info.name,win_rate,number_of_races,parents.father.bloodline,parents.father.breed_type,parents.father.genotype,parents.father.hash_info.name,parents.father.win_rate,parents.father.number_of_races,parents.mother.bloodline,parents.mother.breed_type,parents.mother.genotype,parents.mother.hash_info.name,parents.mother.win_rate,parents.mother.number_of_races
15121,Finney,genesis,Z6,Blame It On Me,0.0,11,,,,,,,,,,,,
15122,Finney,genesis,Z6,The Due,0.0,9,,,,,,,,,,,,
15123,Finney,genesis,Z6,Driftwood,8.33,12,,,,,,,,,,,,
15124,Finney,genesis,Z6,N64,14.29,7,,,,,,,,,,,,
15125,Finney,genesis,Z6,Ice Cold Lemonade,0.0,9,,,,,,,,,,,,
15126,Finney,genesis,Z7,The Ideas Man,9.52,21,,,,,,,,,,,,
15127,Finney,genesis,Z6,Heart Conquered,11.11,54,,,,,,,,,,,,
15128,Finney,genesis,Z5,Can I?,5.45,55,,,,,,,,,,,,
15129,Finney,genesis,Z6,Bold Appeal,0.0,43,,,,,,,,,,,,
15130,Finney,genesis,Z6,Something Extra,0.0,0,,,,,,,,,,,,
15131,Finney,genesis,Z6,The 90s,10.53,38,,,,,,,,,,,,
15132,Finney,genesis,Z6,Savaged and Destroyed,0.0,0,,,,,,,,,,,,
15133,Finney,genesis,Z7,Data Painting,0.0,0,,,,,,,,,,,,
15134,Finney,genesis,Z7,Shake That Thing,4.07,172,,,,,,,,,,,,
15135,Finney,genesis,Z7,Around the Bush,0.0,0,,,,,,,,,,,,
15136,Finney,genesis,Z5,Galaxy Falls,16.13,62,,,,,,,,,,,,
15137,Finney,genesis,Z7,The Notebook,0.0,11,,,,,,,,,,,,
15138,Finney,genesis,Z5,Selective Hearing,12.5,8,,,,,,,,,,,,
15139,Finney,genesis,Z5,Accelerator,10.0,10,,,,,,,,,,,,
15140,Finney,genesis,Z7,Rocket Ride,0.0,0,,,,,,,,,,,,
15141,Finney,genesis,Z7,Too Quick For You,0.0,6,,,,,,,,,,,,
15142,Finney,genesis,Z6,Flying Lucky,0.0,4,,,,,,,,,,,,
15143,Finney,genesis,Z7,Pass The Lovin',0.0,0,,,,,,,,,,,,
15144,Finney,genesis,Z7,Alphabetical Order,0.0,0,,,,,,,,,,,,
15145,Finney,genesis,Z7,Walker,0.0,0,,,,,,,,,,,,
15146,Finney,genesis,Z7,Liberty ’s Torch,0.0,0,,,,,,,,,,,,
15147,Finney,genesis,Z7,Skyway Star,3.17,63,,,,,,,,,,,,
15148,Finney,genesis,Z5,Aluminize,0.0,0,,,,,,,,,,,,
15149,Finney,genesis,Z6,Amber Glow,8.06,62,,,,,,,,,,,,
15150,Finney,genesis,Z7,Right Hand,11.11,27,,,,,,,,,,,,
15151,Finney,genesis,Z5,Feathers Of Fame,0.0,8,,,,,,,,,,,,
15152,Finney,genesis,Z7,Words In Motion,6.1,82,,,,,,,,,,,,
15153,Finney,genesis,Z7,Quick Shifter,0.0,0,,,,,,,,,,,,
15154,Finney,genesis,Z7,Fast Arrow,0.0,0,,,,,,,,,,,,
15155,Finney,genesis,Z7,Peach For Hours,17.58,91,,,,,,,,,,,,
15156,Finney,genesis,Z5,Special Delivery,100.0,1,,,,,,,,,,,,
15157,Finney,genesis,Z7,Patron of Explores,0.0,0,,,,,,,,,,,,
15158,Finney,genesis,Z7,Glory or Nothing,0.0,0,,,,,,,,,,,,
15159,Finney,genesis,Z6,Blue Dream,0.0,25,,,,,,,,,,,,
15160,Szabo,genesis,Z3,Super Cooper,0.0,0,,,,,,,,,,,,
15161,Szabo,genesis,Z3,Upper Glamour,0.0,0,,,,,,,,,,,,
15162,Szabo,genesis,Z3,Net Effect,0.0,0,,,,,,,,,,,,
15163,Szabo,genesis,Z4,Straight Up,0.0,0,,,,,,,,,,,,
15164,Szabo,genesis,Z4,Broken Arrow,0.0,0,,,,,,,,,,,,
15165,Szabo,genesis,Z4,Hang Time,0.0,0,,,,,,,,,,,,
15166,Szabo,genesis,Z4,Via The Heart,5.26,19,,,,,,,,,,,,
15167,Szabo,genesis,Z4,Wicked Willoughby,0.0,0,,,,,,,,,,,,
15168,Szabo,genesis,Z3,Impatience,7.69,26,,,,,,,,,,,,
15169,Nakamoto,genesis,Z2,FAMA,0.0,0,,,,,,,,,,,,
15170,Nakamoto,genesis,Z2,Peak,0.0,0,,,,,,,,,,,,
15171,Nakamoto,genesis,Z2,Key Account,0.0,0,,,,,,,,,,,,
15172,Nakamoto,genesis,Z2,Love Letter,0.0,0,,,,,,,,,,,,
15173,Nakamoto,genesis,Z2,DEZ Discovery,0.0,0,,,,,,,,,,,,
15174,Nakamoto,genesis,Z2,Walk This Way,0.0,0,,,,,,,,,,,,
15175,Nakamoto,genesis,Z1,Mad Hatter Manhattan,0.0,0,,,,,,,,,,,,
15176,Nakamoto,genesis,Z1,So Bizarre,0.0,0,,,,,,,,,,,,
15177,Nakamoto,genesis,Z2,Jorja Interlude,0.0,0,,,,,,,,,,,,
15178,Nakamoto,genesis,Z1,Vindicator,0.0,0,,,,,,,,,,,,
15179,Nakamoto,genesis,Z1,Against The Clock,0.0,0,,,,,,,,,,,,
15180,Nakamoto,genesis,Z1,Switched On,0.0,0,,,,,,,,,,,,
15181,Nakamoto,genesis,Z1,With A Promise,0.0,0,,,,,,,,,,,,
15182,Nakamoto,genesis,Z2,Reality Partner,0.0,0,,,,,,,,,,,,
15183,Nakamoto,genesis,Z1,Blind,0.0,0,,,,,,,,,,,,
15184,Nakamoto,genesis,Z1,Love Park,0.0,0,,,,,,,,,,,,
15185,Buterin,genesis,Z10,Space Portal,0.0,3,,,,,,,,,,,,
15186,Buterin,genesis,Z10,Dinosaur Shorts,11.11,9,,,,,,,,,,,,
15187,Buterin,genesis,Z8,Wild Style,0.0,7,,,,,,,,,,,,
15188,Buterin,genesis,Z10,Perfect Persuasion,10.0,40,,,,,,,,,,,,
15189,Buterin,genesis,Z9,Sugar Coated,0.0,16,,,,,,,,,,,,
15190,Buterin,genesis,Z10,Baltic Knight,0.0,0,,,,,,,,,,,,
15191,Buterin,genesis,Z10,Panoramic Barrier,0.0,11,,,,,,,,,,,,
15192,Buterin,genesis,Z10,Just Asking,9.52,42,,,,,,,,,,,,
15193,Szabo,legendary,Z7,Matic Bred,0.0,1,Szabo,genesis,Z3,Forever Hold Your Peace,0.0,6.0,Szabo,genesis,Z4,Arlecchino's Rock,0.0,3.0
15194,Buterin,cross,Z76,Breed With Me,0.0,2,Szabo,genesis,Z3,Forever Hold Your Peace,0.0,6.0,Buterin,cross,Z73,Lady Cross,0.0,2.0
15195,Buterin,pacer,Z268,Nino,0.0,1,Buterin,pacer,Z268,Apple > Windows,0.0,1.0,Szabo,genesis,Z4,Arlecchino's Rock,0.0,3.0
15196,Buterin,legendary,Z20,Pepe,0.0,9,Buterin,genesis,Z10,Viridescent Delight,0.0,0.0,Buterin,genesis,Z10,Dominant Gene,0.0,15.0
15197,Buterin,legendary,Z20,oVVinik,0.0,1,Buterin,genesis,Z10,Viridescent Delight,0.0,0.0,Buterin,genesis,Z10,Dominant Gene,0.0,15.0
15198,Buterin,legendary,Z11,Fox Hold,10.0,10,Szabo,genesis,Z3,Forever Hold Your Peace,0.0,6.0,Buterin,genesis,Z8,The Fox Effect,0.0,9.0
15199,Szabo,exclusive,Z10,Started From The Bottom,6.25,48,Szabo,legendary,Z6,Light In The Night,20.0,40.0,Szabo,legendary,Z4,Narwhals Rising,0.0,35.0
15200,Szabo,legendary,Z7,Crixus,3.85,26,Szabo,genesis,Z3,Easy Rider,20.0,5.0,Szabo,genesis,Z4,Moltonic,0.0,2.0
15201,Buterin,legendary,Z18,Rhony the Pony,0.0,1,Buterin,genesis,Z9,Lost Classic,0.0,0.0,Buterin,genesis,Z9,Just Stellar,0.0,0.0
15202,Buterin,legendary,Z12,Tina,0.0,0,Szabo,genesis,Z3,Forever Hold Your Peace,0.0,6.0,Buterin,genesis,Z9,Love Excel,11.76,17.0
15203,Szabo,legendary,Z7,Cinbad,0.0,2,Szabo,genesis,Z3,Easy Rider,20.0,5.0,Szabo,genesis,Z4,Moltonic,0.0,2.0
15204,Szabo,elite,Z13,Ladybug,12.5,8,Szabo,exclusive,Z5,Clearly Clearing,0.0,12.0,Szabo,legendary,Z8,Blue Blur,25.0,4.0
15205,Finney,legendary,Z10,On 9,0.0,17,Szabo,genesis,Z3,Easy Rider,20.0,5.0,Finney,genesis,Z7,Lucky Halo,0.0,0.0
