bloodline,breed_type,breeding_counter,class,genotype,horse_type,img_url,is_approved_for_racing,is_in_stud,is_on_racing_contract,last_stud_duration,last_stud_timestamp,mating_price,next_breeding_date,number_of_races,owner,owner_stable_slug,rating,super_coat,tx,tx_date,win_rate,career.first,career.second,career.third,hash_info.color,hash_info.hex_code,hash_info.name,parents.father.bloodline,parents.father.breed_type,parents.father.career.first,parents.father.career.second,parents.father.career.third,parents.father.genotype,parents.father.hash_info.color,parents.father.hash_info.hex_code,parents.father.hash_info.name,parents.father.horse_id,parents.father.horse_type,parents.father.img_url,parents.father.is_approved_for_racing,parents.father.is_on_racing_contract,parents.father.number_of_races,parents.father.owner,parents.father.super_coat,parents.father.tx,parents.father.tx_date,parents.father.win_rate,parents.mother.bloodline,parents.mother.breed_type,parents.mother.career.first,parents.mother.career.second,parents.mother.career.third,parents.mother.genotype,parents.mother.hash_info.color,parents.mother.hash_info.hex_code,parents.mother.hash_info.name,parents.mother.horse_id,parents.mother.horse_type,parents.mother.img_url,parents.mother.is_approved_for_racing,parents.mother.is_on_racing_contract,parents.mother.number_of_races,parents.mother.owner,parents.mother.super_coat,parents.mother.tx,parents.mother.tx_date,parents.mother.win_rate
Buterin,legendary,2,5,Z12,Filly,https://img.zed.run/horses/CD9575.svg,False,False,False,0,0,0,2021-05-08T07:05:21,13,0xa54d7BD6E82152E061097869b9f478c800e103E4,old-bloke-racing,16,False,0xb8b12c594fbec06eefd01da1cdec1ede682fd1c26b72dcba8328a4c5116c47cc,2021-04-08T07:05:20Z,0.0,0,2,0,Antique Brass,CD9575,Bago Bluff,Szabo,genesis,4,3,3,Z4,Rosy Brown,BC8F8F,Special Forces,9268,Stallion,https://img.zed.run/horses/BC8F8F.svg,False,False,34,0x2931B24e740f9fd5E2eA16Ecd9201A1695c62691,False,0xfa8809a1639f20bbbe41d0a57034cc3615bd0f845829bf5a8de30d75dbc373d9,2020-10-21T22:44:17Z,11.76,Buterin,genesis,7,11,7,Z8,Honeydew,E0EEE0,Alright Now,14518,Mare,https://img.zed.run/horses/E0EEE0.svg,False,False,88,0xa54d7BD6E82152E061097869b9f478c800e103E4,False,0x045ab2fa3a89ccff5a3d954eb0351a1cabc1e376fdf07280400989a2fe886fa4,2021-04-03T05:36:26Z,7.95
